categoria,descricao,estoque,preco,titulo
Default,"About three things I was absolutely positive.First, Edward was a vampire.Second, there was a part of him—and I didn't know how dominant that part might be—that thirsted for my blood.And third, I was unconditionally and irrevocably in love with him.In the first book of the Twilight Saga, internationally bestselling author Stephenie Meyer introduces Bella Swan and Edward Cul About three things I was absolutely positive.First, Edward was a vampire.Second, there was a part of him—and I didn't know how dominant that part might be—that thirsted for my blood.And third, I was unconditionally and irrevocably in love with him.In the first book of the Twilight Saga, internationally bestselling author Stephenie Meyer introduces Bella Swan and Edward Cullen, a pair of star-crossed lovers whose forbidden relationship ripens against the backdrop of small-town suspicion and a mysterious coven of vampires. This is a love story with bite. ...more",3,£41.93,Twilight (Twilight #1)
Nonfiction,"Told with sincerity, humor, and wit,Trespassing Across Americais both a fascinating account of one man’s remarkable journey along the Keystone XL pipeline and a meditation on climate change, the beauty of the natural world, and the extremes to which we can push ourselves—both physically and mentally. It started as a far-fetched idea—to hike the entire length of the propose Told with sincerity, humor, and wit, Trespassing Across America is both a fascinating account of one man’s remarkable journey along the Keystone XL pipeline and a meditation on climate change, the beauty of the natural world, and the extremes to which we can push ourselves—both physically and mentally.  It started as a far-fetched idea—to hike the entire length of the proposed route of the Keystone XL pipeline. But in the months that followed, it grew into something more for Ken Ilgunas. It became an irresistible adventure—an opportunity not only to draw attention to global warming but also to explore his personal limits. So in September 2012, he strapped on his backpack, stuck out his thumb on the interstate just north of Denver, and hitchhiked 1,500 miles to the Alberta tar sands. Once there, he turned around and began his 1,700-mile trek to the XL’s endpoint on the Gulf Coast of Texas, a journey he would complete entirely on foot, walking almost exclusively across private property.Both a travel memoir and a reflection on climate change, Trespassing Across America is filled with colorful characters, harrowing physical trials, and strange encounters with the weather, terrain, and animals of America’s plains. A tribute to the Great Plains and the people who live there, Ilgunas’s memoir grapples with difficult questions about our place in the world: What is our personal responsibility as stewards of the land? As members of a rapidly warming planet? As mere individuals up against something as powerful as the fossil fuel industry? Ultimately, Trespassing Across America is a call to embrace the belief that a life lived not half wild is a life only half lived. ...more",3,£53.51,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland"
Young Adult,"New York Times bestselling author David Levithan tells the based-on-true-events story of Harry and Craig, two 17-year-olds who are about to take part in a 32-hour marathon of kissing to set a new Guinness World Record—all of which is narrated by a Greek Chorus of the generation of gay men lost to AIDS. While the two increasingly dehydrated and sleep-deprived boys are locki New York Times  bestselling author David Levithan tells the based-on-true-events story of Harry and Craig, two 17-year-olds who are about to take part in a 32-hour marathon of kissing to set a new Guinness World Record—all of which is narrated by a Greek Chorus of the generation of gay men lost to AIDS. While the two increasingly dehydrated and sleep-deprived boys are locking lips, they become a focal point in the lives of other teen boys dealing with languishing long-term relationships, coming out, navigating gender identity, and falling deeper into the digital rabbit hole of gay hookup sites—all while the kissing former couple tries to figure out their own feelings for each other. ...more",3,£32.74,Two Boys Kissing
Nonfiction,"In 2008, J.K. Rowling delivered a deeply affecting commencement speech at Harvard University. Now published for the first time in book form, Very Good Lives offers J.K. Rowling’s words of wisdom for anyone at a turning point in life, asking the profound and provocative questions: How can we embrace failure? And how can we use our imagination to better both ourselves and ot In 2008, J.K. Rowling delivered a deeply affecting commencement speech at Harvard University. Now published for the first time in book form, Very Good Lives offers J.K. Rowling’s words of wisdom for anyone at a turning point in life, asking the profound and provocative questions: How can we embrace failure? And how can we use our imagination to better both ourselves and others?Drawing from stories of her own post-graduate years, the world-famous author addresses some of life’s most important issues with acuity and emotional force. ...more",3,£50.66,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination
Historical Fiction,"From the author of the breathtaking bestsellers Outlander and Dragonfly in Amber, the extraordinary saga continues.Their passionate encounter happened long ago by whatever measurement Claire Randall took. Two decades before, she had traveled back in time and into the arms of a gallant eighteenth-century Scot named Jamie Fraser. Then she returned to her own century to bear From the author of the breathtaking bestsellers Outlander and Dragonfly in Amber, the extraordinary saga continues.Their passionate encounter happened long ago by whatever measurement Claire Randall took. Two decades before, she had traveled back in time and into the arms of a gallant eighteenth-century Scot named Jamie Fraser. Then she returned to her own century to bear his child, believing him dead in the tragic battle of Culloden. Yet his memory has never lessened its hold on her... and her body still cries out for him in her dreams.Then Claire discovers that Jamie survived. Torn between returning to him and staying with their daughter in her own era, Claire must choose her destiny. And as time and space come full circle, she must find the courage to face the passion and pain awaiting her...the deadly intrigues raging in a divided Scotland... and the daring voyage into the dark unknown that can reunite or forever doom her timeless love. ...more",3,£21.07,Voyager (Outlander #3)
Young Adult,"One moment of recklessness will change their worlds.Smart. Responsible. That's seventeen-year-old Breanna's role in her large family, and heaven forbid she put a toe out of line. Until one night of shockingly un-Breanna-like behavior puts her into a vicious cyber-bully's line of fire—and brings fellow senior Thomas ""Razor"" Turner into her life. Razor lives for the Reign of One moment of recklessness will change their worlds.Smart. Responsible. That's seventeen-year-old Breanna's role in her large family, and heaven forbid she put a toe out of line. Until one night of shockingly un-Breanna-like behavior puts her into a vicious cyber-bully's line of fire—and brings fellow senior Thomas ""Razor"" Turner into her life. Razor lives for the Reign of Terror motorcycle club, and good girls like Breanna just don't belong. But when he learns she's being blackmailed over a compromising picture of the two of them—a picture that turns one unexpected and beautiful moment into ugliness—he knows it's time to step outside the rules. And so they make a pact: he'll help her track down her blackmailer, and in return she'll help him seek answers to the mystery that's haunted him—one that not even his club brothers have been willing to discuss. But the more time they spend together, the more their feelings grow. And suddenly they're both walking the edge of discovering who they really are, what they want, and where they're going from here. ...more",3,£32.36,Walk the Edge (Thunder Road #2)
Add a comment,"A #1 New York Times bestseller, The Purpose Driven Life will help you understand why you are alive and reveal God's amazing plan for you both here and now, and for eternity. Rick Warren will guide you through a personal forty-day spiritual journey that will transform your answer to life's most important question: What on earth am I here for? Knowing God's purpose for creat A #1 New York Times bestseller, The Purpose Driven Life will help you understand why you are alive and reveal God's amazing plan for you both here and now, and for eternity. Rick Warren will guide you through a personal forty-day spiritual journey that will transform your answer to life's most important question: What on earth am I here for? Knowing God's purpose for creating you will reduce your stress, focus your energy, simplify your decisions, give meaning to your life, and most important, prepare you for eternity. Movie stars and political leaders aren't the only ones turning to Rick Warren for spiritual guidance. Millions of people from NBA and LPGA players to corporate executives to high school students to prison inmates meet regularly to discuss The Purpose Driven Life. ...more",3,£37.19,The Purpose Driven Life: What on Earth Am I Here for?
Historical Fiction,"Her name is Dinah. In the Bible, her life is only hinted at in a brief and violent detour within the more familiar chapters of the Book of Genesis that are about her father, Jacob, and his dozen sons. Told in Dinah's voice, this novel reveals the traditions and turmoils of ancient womanhood--the world of the red tent. It begins with the story of her mothers--Leah, Rachel, Her name is Dinah. In the Bible, her life is only hinted at in a brief and violent detour within the more familiar chapters of the Book of Genesis that are about her father, Jacob, and his dozen sons. Told in Dinah's voice, this novel reveals the traditions and turmoils of ancient womanhood--the world of the red tent. It begins with the story of her mothers--Leah, Rachel, Zilpah, and Bilhah--the four wives of Jacob. They love Dinah and give her gifts that sustain her through a hard-working youth, a calling to midwifery, and a new home in a foreign land. Dinah's story reaches out from a remarkable period of early history and creates an intimate connection with the past. Deeply affecting, The Red Tent combines rich storytelling with a valuable achievement in modern fiction: a new view of biblical women's society. ...more",3,£35.66,The Red Tent
Add a comment,"The Rest Is Noise: Listening to the Twentieth Century is a voyage into the labyrinth of modern music, which remains an obscure world for most people. While paintings of Picasso and Jackson Pollock sell for a hundred million dollars or more, and lines from T. S. Eliot are quoted on the yearbook pages of alienated teenagers across the land, twentieth-century classical music The Rest Is Noise: Listening to the Twentieth Century is a voyage into the labyrinth of modern music, which remains an obscure world for most people. While paintings of Picasso and Jackson Pollock sell for a hundred million dollars or more, and lines from T. S. Eliot are quoted on the yearbook pages of alienated teenagers across the land, twentieth-century classical music still sends ripples of unease through audiences. At the same time, its influence can be felt everywhere. Atonal chords crop up in jazz. Avant-garde sounds populate the soundtracks of Hollywood thrillers. Minimalism has had a huge effect on rock, pop, and dance music from the Velvet Underground onward.The Rest Is Noise shows why twentieth-century composers felt compelled to create a famously bewildering variety of sounds, from the purest beauty to the purest noise. It tells of a remarkable array of maverick personalities who resisted the cult of the classical past, struggled against the indifference of a wide public, and defied the will of dictators. Whether they have charmed audiences with sweet sounds or battered them with dissonance, composers have always been exuberantly of the present, defying the stereotype of classical music as a dying art. The narrative goes from Vienna before the First World War to Paris in the twenties, from Hitler's Germany and Stalin's Russia to downtown New York in the sixties and seventies. We follow the rise of mass culture and mass politics, of dramatic new technologies, of hot and cold wars, of experiments, revolutions, riots, and friendships forged and broken. The end result is not so much a history of twentieth-century music as a history of the twentieth century through its music. ...more",3,£34.77,The Rest Is Noise: Listening to the Twentieth Century
Biography,"Selected by the Modern Library as one of the 100 best nonfiction books of all timeDescribed by the Chicago Tribune as ""a classic,"" The Rise of Theodore Roosevelt stands as one of the greatest biographies of our time. The publication of The Rise of Theodore Roosevelt on September 14th, 2001 marks the 100th anniversary of Theodore Roosevelt becoming president.",3,£42.57,The Rise of Theodore Roosevelt (Theodore Roosevelt #1)
Travel,"The hilarious and loving sequel to a hilarious and loving classic of travel writing: Notes from a Small Island, Bill Bryson’s valentine to his adopted country of EnglandIn 1995 Bill Bryson got into his car and took a weeks-long farewell motoring trip about England before moving his family back to the United States. The book about that trip, Notes from a Small Island, is up The hilarious and loving sequel to a hilarious and loving classic of travel writing: Notes from a Small Island, Bill Bryson’s valentine to his adopted country of EnglandIn 1995 Bill Bryson got into his car and took a weeks-long farewell motoring trip about England before moving his family back to the United States. The book about that trip, Notes from a Small Island, is uproarious and endlessly endearing, one of the most acute and affectionate portrayals of England in all its glorious eccentricity ever written. Two decades later, he set out again to rediscover that country, and the result is The Road to Little Dribbling. Nothing is funnier than Bill Bryson on the road—prepare for the total joy and multiple episodes of unseemly laughter. ...more",3,£23.21,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2)
Sequential Art,"The third volume of the Sandman collection is a series of four short comic book stories. In each of these otherwise unrelated stories, Morpheus serves only as a minor character. Here we meet the mother of Morpheus's son, find out what cats dream about, and discover the true origin behind Shakespeare's A Midsummer's Night Dream. The latter won a World Fantasy Award for best The third volume of the Sandman collection is a series of four short comic book stories. In each of these otherwise unrelated stories, Morpheus serves only as a minor character. Here we meet the mother of Morpheus's son, find out what cats dream about, and discover the true origin behind Shakespeare's A Midsummer's Night Dream. The latter won a World Fantasy Award for best short story, the first time a comic book was given that honor. collecting The Sandman #17–20 ...more",3,£55.55,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)"
Mystery,"Private investigator Cormoran Strike returns in a new mystery from Robert Galbraith, author of the #1 international bestseller The Cuckoo's Calling.When novelist Owen Quine goes missing, his wife calls in private detective Cormoran Strike. At first, Mrs. Quine just thinks her husband has gone off by himself for a few days—as he has done before—and she wants Strike to find Private investigator Cormoran Strike returns in a new mystery from Robert Galbraith, author of the #1 international bestseller The Cuckoo's Calling.When novelist Owen Quine goes missing, his wife calls in private detective Cormoran Strike. At first, Mrs. Quine just thinks her husband has gone off by himself for a few days—as he has done before—and she wants Strike to find him and bring him home.But as Strike investigates, it becomes clear that there is more to Quine's disappearance than his wife realizes. The novelist has just completed a manuscript featuring poisonous pen-portraits of almost everyone he knows. If the novel were to be published, it would ruin lives—meaning that there are a lot of people who might want him silenced.When Quine is found brutally murdered under bizarre circumstances, it becomes a race against time to understand the motivation of a ruthless killer, a killer unlike any Strike has encountered before... ...more",3,£23.05,The Silkworm (Cormoran Strike #2)
Fantasy,"The much anticipated sequel to the breathtaking The Wrath and the Dawn, lauded by Publishers Weekly as ""a potent page-turner of intrigue and romance.""I am surrounded on all sides by a desert. A guest, in a prison of sand and sun. My family is here. And I do not know whom I can trust.In a land on the brink of war, Shahrzad has been torn from the love of her husband Khalid, The much anticipated sequel to the breathtaking The Wrath and the Dawn, lauded by Publishers Weekly as ""a potent page-turner of intrigue and romance.""I am surrounded on all sides by a desert. A guest, in a prison of sand and sun. My family is here. And I do not know whom I can trust.In a land on the brink of war, Shahrzad has been torn from the love of her husband Khalid, the Caliph of Khorasan. She once believed him a monster, but his secrets revealed a man tormented by guilt and a powerful curse—one that might keep them apart forever. Reunited with her family, who have taken refuge with enemies of Khalid, and Tariq, her childhood sweetheart, she should be happy. But Tariq now commands forces set on destroying Khalid's empire. Shahrzad is almost a prisoner caught between loyalties to people she loves. But she refuses to be a pawn and devises a plan.While her father, Jahandar, continues to play with magical forces he doesn't yet understand, Shahrzad tries to uncover powers that may lie dormant within her. With the help of a tattered old carpet and a tempestuous but sage young man, Shahrzad will attempt to break the curse and reunite with her one true love.From the Hardcover edition. ...more",3,£58.64,The Rose & the Dagger (The Wrath and the Dawn #2)
Business,"Most startups fail. But many of those failures are preventable. The Lean Startup is a new approach being adopted across the globe, changing the way companies are built and new products are launched. Eric Ries defines a startup asan organization dedicated to creating something new under conditions of extreme uncertainty. This is just as true for one person in a garage or a Most startups fail. But many of those failures are preventable.  The Lean Startup is a new approach being adopted across the globe, changing the way companies are built and new products are launched. Eric Ries defines a startup as an organization dedicated to creating something new under conditions of extreme uncertainty. This is just as true for one person in a garage or a group of seasoned professionals in a Fortune 500 boardroom. What they have in common is a mission to penetrate that fog of uncertainty to discover a successful path to a sustainable business. The Lean Startup approach fosters companies that are both more capital efficient and that leverage human creativity more effectively.  Inspired by lessons from lean manufacturing, it relies on “validated learning,” rapid scientific experimentation, as well as a number of counter-intuitive practices that shorten product development cycles, measure actual progress without resorting to vanity metrics, and learn what customers really want. It enables a company to shift directions with agility, altering plans inch by inch, minute by minute. Rather than wasting time creating elaborate business plans, The Lean Startup offers entrepreneurs - in companies of all sizes - a way to test their vision continuously, to adapt and adjust before it’s too late. Ries provides a scientific approach to creating and managing successful startups in a age when companies need to innovate more than ever. ...more",3,£33.92,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses
Fiction,"On a languid midsummer’s day in the countryside, old Adam Godley, a renowned theoretical mathematician, is dying. His family gathers at his bedside: his son, young Adam, struggling to maintain his marriage to a radiantly beautiful actress; his nineteen-year-old daughter, Petra, filled with voices and visions as she waits for the inevitable; their mother, Ursula, whose rela On a languid midsummer’s day in the countryside, old Adam Godley, a renowned theoretical mathematician, is dying. His family gathers at his bedside: his son, young Adam, struggling to maintain his marriage to a radiantly beautiful actress; his nineteen-year-old daughter, Petra, filled with voices and visions as she waits for the inevitable; their mother, Ursula, whose relations with the Godley children are strained at best; and Petra’s “young man”—very likely more interested in the father than the daughter—who has arrived for a superbly ill-timed visit.But the Godley family is not alone in their vigil. Around them hovers a family of mischievous immortals—among them, Zeus, who has his eye on young Adam’s wife; Pan, who has taken the doughy, perspiring form of an old unwelcome acquaintance; and Hermes, who is the genial and omniscient narrator: “We too are petty and vindictive,” he tells us, “just like you, when we are put to it.” As old Adam’s days on earth run down, these unearthly beings start to stir up trouble, to sometimes wildly unintended effect. . . . Blissfully inventive and playful, rich in psychological insight and sensual detail, The Infinities is at once a gloriously earthy romp and a wise look at the terrible, wonderful plight of being human—a dazzling novel from one of the most widely admired and acclaimed writers at work today. ...more",3,£27.41,The Infinities
Young Adult,"Five teens backpack through Europe to fulfill the mysterious dying wish of their friend.Jesse lives with his history professor dad in a house covered with postcards of images of the Madonna from all over the world. They’re gotten used to this life: two motherless dudes living among thousands of Madonnas. But Jesse has a heart condition that will ultimately cut his life tra Five teens backpack through Europe to fulfill the mysterious dying wish of their friend.Jesse lives with his history professor dad in a house covered with postcards of images of the Madonna from all over the world. They’re gotten used to this life: two motherless dudes living among thousands of Madonnas. But Jesse has a heart condition that will ultimately cut his life tragically short. Before he dies, he arranges a mysterious trip to Europe for his three cousins, his best friend, and his girlfriend to take after he passes away. It’s a trip that will forever change the lives of these young teens and one that will help them come to terms with Jesse’s death. ...more",3,£29.64,"The Land of 10,000 Madonnas"
Historical Fiction,"This is what we long for: the profound pleasure of being swept into vivid new worlds, worlds peopled by characters so intriguing and real that we can't shake them, even long after the reading's done. In his earlier, award-winning novels, Dominic Smith demonstrated a gift for coaxing the past to life. Now, in The Last Painting of Sara de Vos, he deftly bridges the historica This is what we long for: the profound pleasure of being swept into vivid new worlds, worlds peopled by characters so intriguing and real that we can't shake them, even long after the reading's done. In his earlier, award-winning novels, Dominic Smith demonstrated a gift for coaxing the past to life. Now, in The Last Painting of Sara de Vos, he deftly bridges the historical and the contemporary, tracking a collision course between a rare landscape by a female Dutch painter of the golden age, an inheritor of the work in 1950s Manhattan, and a celebrated art historian who painted a forgery of it in her youth.In 1631, Sara de Vos is admitted as a master painter to the Guild of St. Luke's in Holland, the first woman to be so recognized. Three hundred years later, only one work attributed to de Vos is known to remain--a haunting winter scene, At the Edge of a Wood, which hangs over the bed of a wealthy descendant of the original owner. An Australian grad student, Ellie Shipley, struggling to stay afloat in New York, agrees to paint a forgery of the landscape, a decision that will haunt her. Because now, half a century later, she's curating an exhibit of female Dutch painters, and both versions threaten to arrive. As the three threads intersect, The Last Painting of Sara de Vos mesmerizes while it grapples with the demands of the artistic life, showing how the deceits of the past can forge the present. ...more",3,£55.55,The Last Painting of Sara de Vos
Historical Fiction,"“ I wonder how the book got to Guernsey? Perhaps there is some sort of secret homing instinct in books that brings them to their perfect readers.” January 1946: London is emerging from the shadow of the Second World War, and writer Juliet Ashton is looking for her next book subject. Who could imagine that she would find it in a letter from a man she’s never met, a native o “ I wonder how the book got to Guernsey? Perhaps there is some sort of secret homing instinct in books that brings them to their perfect readers.” January 1946: London is emerging from the shadow of the Second World War, and writer Juliet Ashton is looking for her next book subject. Who could imagine that she would find it in a letter from a man she’s never met, a native of the island of Guernsey, who has come across her name written inside a book by Charles Lamb….As Juliet and her new correspondent exchange letters, Juliet is drawn into the world of this man and his friends—and what a wonderfully eccentric world it is. The Guernsey Literary and Potato Peel Pie Society—born as a spur-of-the-moment alibi when its members were discovered breaking curfew by the Germans occupying their island—boasts a charming, funny, deeply human cast of characters, from pig farmers to phrenologists, literature lovers all.Juliet begins a remarkable correspondence with the society’s members, learning about their island, their taste in books, and the impact the recent German occupation has had on their lives. Captivated by their stories, she sets sail for Guernsey, and what she finds will change her forever.Written with warmth and humor as a series of letters, this novel is a celebration of the written word in all its guises, and of finding connection in the most surprising ways. ...more",3,£49.53,The Guernsey Literary and Potato Peel Pie Society
Default,"It begins with a boy. Theo Decker, a thirteen-year-old New Yorker, miraculously survives an accident that kills his mother. Abandoned by his father, Theo is taken in by the family of a wealthy friend. Bewildered by his strange new home on Park Avenue, disturbed by schoolmates who don't know how to talk to him, and tormented above all by his unbearable longing for his mothe It begins with a boy. Theo Decker, a thirteen-year-old New Yorker, miraculously survives an accident that kills his mother. Abandoned by his father, Theo is taken in by the family of a wealthy friend. Bewildered by his strange new home on Park Avenue, disturbed by schoolmates who don't know how to talk to him, and tormented above all by his unbearable longing for his mother, he clings to one thing that reminds him of her: a small, mysteriously captivating painting that ultimately draws Theo into the underworld of art.As an adult, Theo moves silkily between the drawing rooms of the rich and the dusty labyrinth of an antiques store where he works. He is alienated and in love-and at the center of a narrowing, ever more dangerous circle.The Goldfinch combines vivid characters, mesmerizing language, and suspense, while plumbing with a philosopher's calm the deepest mysteries of love, identity, and art. It is an old-fashioned story of loss and obsession, survival and self-invention, and the ruthless machinations of fate. ...more",3,£43.58,The Goldfinch
Add a comment,"Seconds before the Earth is demolished to make way for a galactic freeway, Arthur Dent is plucked off the planet by his friend Ford Prefect, a researcher for the revised edition of The Hitchhiker's Guide to the Galaxy who, for the last fifteen years, has been posing as an out-of-work actor.Together this dynamic pair begin a journey through space aided by quotes from The Hi Seconds before the Earth is demolished to make way for a galactic freeway, Arthur Dent is plucked off the planet by his friend Ford Prefect, a researcher for the revised edition of The Hitchhiker's Guide to the Galaxy who, for the last fifteen years, has been posing as an out-of-work actor.Together this dynamic pair begin a journey through space aided by quotes from The Hitchhiker's Guide (""A towel is about the most massively useful thing an interstellar hitchhiker can have"") and a galaxy-full of fellow travelers: Zaphod Beeblebrox--the two-headed, three-armed ex-hippie and totally out-to-lunch president of the galaxy; Trillian, Zaphod's girlfriend (formally Tricia McMillan), whom Arthur tried to pick up at a cocktail party once upon a time zone; Marvin, a paranoid, brilliant, and chronically depressed robot; Veet Voojagig, a former graduate student who is obsessed with the disappearance of all the ballpoint pens he bought over the years. ...more",3,£47.80,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1)
Fiction,"At the heart of The Husband’s Secret is a letter that’s not meant to be readMy darling Cecilia, if you’re reading this, then I’ve died...Imagine that your husband wrote you a letter, to be opened after his death. Imagine, too, that the letter contains his deepest, darkest secret—something with the potential to destroy not just the life you built together, but the lives of At the heart of The Husband’s Secret is a letter that’s not meant to be readMy darling Cecilia, if you’re reading this, then I’ve died...Imagine that your husband wrote you a letter, to be opened after his death. Imagine, too, that the letter contains his deepest, darkest secret—something with the potential to destroy not just the life you built together, but the lives of others as well. Imagine, then, that you stumble across that letter while your husband is still very much alive. . . .Cecilia Fitzpatrick has achieved it all—she’s an incredibly successful businesswoman, a pillar of her small community, and a devoted wife and mother. Her life is as orderly and spotless as her home. But that letter is about to change everything, and not just for her: Rachel and Tess barely know Cecilia—or each other—but they too are about to feel the earth-shattering repercussions of her husband’s secret.Acclaimed author Liane Moriarty has written a gripping, thought-provoking novel about how well it is really possible to know our spouses—and, ultimately, ourselves. ...more",3,£52.51,The Husband's Secret
Fiction,"An ingenious code hidden in the works of Leonardo da Vinci. A desperate race through the cathedrals and castles of Europe. An astonishing truth concealed for centuries . . . unveiled at last.While in Paris, Harvard symbologist Robert Langdon is awakened by a phone call in the dead of the night. The elderly curator of the Louvre has been murdered inside the museum, his body An ingenious code hidden in the works of Leonardo da Vinci. A desperate race through the cathedrals and castles of Europe. An astonishing truth concealed for centuries . . . unveiled at last.While in Paris, Harvard symbologist Robert Langdon is awakened by a phone call in the dead of the night. The elderly curator of the Louvre has been murdered inside the museum, his body covered in baffling symbols. As Langdon and gifted French cryptologist Sophie Neveu sort through the bizarre riddles, they are stunned to discover a trail of clues hidden in the works of Leonardo da Vinci—clues visible for all to see and yet ingeniously disguised by the painter.Even more startling, the late curator was involved in the Priory of Sion—a secret society whose members included Sir Isaac Newton, Victor Hugo, and Da Vinci—and he guarded a breathtaking historical secret. Unless Langdon and Neveu can decipher the labyrinthine puzzle—while avoiding the faceless adversary who shadows their every move—the explosive, ancient truth will be lost forever. ...more",3,£22.96,The Da Vinci Code (Robert Langdon #2)
Add a comment,"Using the dramatic scenario of an investigative journalist pursuing his story and leads, Lee Strobel uses his experience as a reporter for the Chicago Tribune to interview experts about the evidence for Christ from the fields of science, philosophy, and history.",3,£47.84,The Case for Christ (Cases for Christianity)
Add a comment,"When we first meet Michael Oher is one of thirteen children by a mother addicted to crack; he does not know his real name, his father, his birthday, or how to read or write. He takes up football, and school, after a rich, white, Evangelical family plucks him from the streets. Then two great forces alter Oher: the family's love and the evolution of professional football its When we first meet Michael Oher is one of thirteen children by a mother addicted to crack; he does not know his real name, his father, his birthday, or how to read or write. He takes up football, and school, after a rich, white, Evangelical family plucks him from the streets. Then two great forces alter Oher: the family's love and the evolution of professional football itself into a game in which the quarterback must be protected at any cost. Our protagonist becomes the priceless package of size, speed, and agility necessary to guard the quarterback's greatest vulnerability: his blind side. ...more",3,£53.71,The Blind Side: Evolution of a Game
Sports and Games,"There is only one writer on the planet who possesses enough basketball knowledge and passion to write the definitive book on the NBA.* Bill Simmons, the from-the-womb hoops addict known to millions as ESPN.com’s Sports Guy, is that writer. And The Book of Basketball is that book. Nowhere in the roundball universe will you find another single volume that covers as much in s There is only one writer on the planet who possesses enough basketball knowledge and passion to write the definitive book on the NBA.* Bill Simmons, the from-the-womb hoops addict known to millions as ESPN.com’s Sports Guy, is that writer. And The Book of Basketball is that book. Nowhere in the roundball universe will you find another single volume that covers as much in such depth as this wildly opinionated and thoroughly entertaining look at the past, present, and future of pro basketball.From the age-old question of who actually won the rivalry between Bill Russell and Wilt Chamberlain to the one about which team was truly the best of all time, Simmons opens–and then closes, once and for all–every major pro basketball debate. Then he takes it further by completely reevaluating not only how NBA Hall of Fame inductees should be chosen but how the institution must be reshaped from the ground up, the result being the Pyramid: Simmons’s one-of-a-kind, five-level shrine to the ninety-six greatest players in the history of pro basketball. And ultimately he takes fans to the heart of it all, as he uses a conversation with one NBA great to uncover that coveted thing: The Secret of Basketball.Comprehensive, authoritative, controversial, hilarious, and impossible to put down (even for Celtic-haters), The Book of Basketball offers every hardwood fan a courtside seat beside the game’s finest, funniest, and fiercest chronicler.* More to the point, he’s the only one crazy enough to try to pull it off. ...more",3,£44.84,The Book of Basketball: The NBA According to The Sports Guy
Default,"It’s just a small story really, about among other things: a girl, some words, an accordionist, some fanatical Germans, a Jewish fist-fighter, and quite a lot of thievery. . . .Set during World War II in Germany, Markus Zusak’s groundbreaking new novel is the story of Liesel Meminger, a foster girl living outside of Munich. Liesel scratches out a meager existence for hersel It’s just a small story really, about among other things: a girl, some words, an accordionist, some fanatical Germans, a Jewish fist-fighter, and quite a lot of thievery. . . .Set during World War II in Germany, Markus Zusak’s groundbreaking new novel is the story of Liesel Meminger, a foster girl living outside of Munich. Liesel scratches out a meager existence for herself by stealing when she encounters something she can’t resist–books. With the help of her accordion-playing foster father, she learns to read and shares her stolen books with her neighbors during bombing raids as well as with the Jewish man hidden in her basement before he is marched to Dachau.This is an unforgettable story about the ability of books to feed the soul. ...more",3,£53.49,The Book Thief
Add a comment,"""...the first thing you'll probably want to know is where I was born and what my lousy childhood was like, and how my parents were occupied and all before they had me, and all that David Copperfield kind of crap, but I don't feel like going into it, if you want to know the truth. In the first place, that stuff bores me, and in the second place, my parents would have about ""...the first thing you'll probably want to know is where I was born and what my lousy childhood was like, and how my parents were occupied and all before they had me, and all that David Copperfield kind of crap, but I don't feel like going into it, if you want to know the truth. In the first place, that stuff bores me, and in the second place, my parents would have about two hemorrhages apiece if I told anything pretty personal about them.""Since his debut in 1951 as The Catcher in the Rye, Holden Caulfield has been synonymous with ""cynical adolescent."" Holden narrates the story of a couple of days in his sixteen-year-old life, just after he's been expelled from prep school, in a slang that sounds edgy even today and keeps this novel on banned book lists. His constant wry observations about what he encounters, from teachers to phonies (the two of course are not mutually exclusive) capture the essence of the eternal teenage experience of alienation. ...more",3,£24.55,The Catcher in the Rye
Add a comment,"THE ONLY ONE-VOLUME EDITION CONTAINING ALL 1,775 OF EMILY DICKINSON’S POEMSOnly eleven of Emily Dickinson’s poems were published prior to her death in 1886; the startling originality of her work doomed it to obscurity in her lifetime. Early posthumously published collections-some of them featuring liberally “edited” versions of the poems-did not fully and accurately repres THE ONLY ONE-VOLUME EDITION CONTAINING ALL 1,775 OF EMILY DICKINSON’S POEMSOnly eleven of Emily Dickinson’s poems were published prior to her death in 1886; the startling originality of her work doomed it to obscurity in her lifetime. Early posthumously published collections-some of them featuring liberally “edited” versions of the poems-did not fully and accurately represent Dickinson’s bold experiments in prosody, her tragic vision, and the range of her intellectual and emotional explorations. Not until the 1955 publication of The Complete Poems of Emily Dickinson, a three-volume critical edition compiled by Thomas H. Johnson, were readers able for the first time to assess, understand, and appreciate the whole of Dickinson’s extraordinary poetic genius.This book, a distillation of the three-volume Complete Poems, brings together the original texts of all 1,775 poems that Emily Dickinson wrote. ...more",3,£41.32,The Complete Poems
Classics,"This single volume brings together all of Poe's stories and poems, and illuminates the diverse and multifaceted genius of one of the greatest and most influential figures in American literary history.",3,£26.78,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition])
